date,score
May-26-2018,72.33412922965242
June-30-2018,72.33015037075631
July-28-2018,72.33015037075631
September-01-2018,72.33631918160802
October-06-2018,72.33316580287719
November-10-2018,71.83453322021963
December-08-2018,71.78895797557516
January-12-2019,71.70764282927466
February-16-2019,71.68775720051659
March-23-2019,71.7288616868448
April-20-2019,71.91107018526289
May-25-2019,74.08165791647934
June-29-2019,74.06588864030765
August-03-2019,74.12755768377508
August-31-2019,74.09461820834093
October-05-2019,74.03170752140436
November-09-2019,73.99869784686807
December-14-2019,73.99445895611407
January-11-2020,73.97441701394574
February-15-2020,75.31017337599792
March-28-2020,75.24414307440234
April-25-2020,75.32605722508919
May-16-2020,75.29881133896987
June-28-2020,75.34951561376158
July-31-2020,75.30909703667167
September-02-2020,75.37905525518512
October-05-2020,75.37443062385897
October-07-2020,75.38794435810202
February-20-2021,75.3655930826077
March-26-2021,75.47945448998227
April-11-2021,75.46316311793417
May-22-2021,75.43880350935628
June-26-2021,76.65198150450234
August-07-2021,76.61220362533716
September-04-2021,76.57804384881301
October-29-2021,76.64103124795562
November-12-2021,76.68840872996961
December-03-2021,76.55434716734786
January-14-2022,77.74398292669224
February-18-2022,77.73578541367934
March-18-2022,77.77192056449019
April-22-2022,77.74674237643725
May-27-2022,77.78333646395603
July-01-2022,77.78723027386559
July-29-2022,77.76317852939106
September-02-2022,77.78029664025024
September-30-2022,77.75053880140516
November-11-2022,77.78447547699463
December-11-2022,77.79237566203675
December-30-2022,77.79652699317032
February-16-2023,77.79806353907443
March-24-2023,77.80811990977114
April-21-2023,77.78815361548648
May-27-2023,78.00694600341068
June-30-2023,77.98131599697165
July-28-2023,77.93846652444721
September-01-2023,77.97626069260477
October-06-2023,77.94347789412052
