date,score
May-26-2018,53.519424254906106
June-30-2018,53.52439724364222
July-28-2018,55.96072960373181
September-01-2018,55.964802271522075
October-06-2018,55.96076864711308
November-10-2018,55.96126932301112
December-08-2018,55.8911861431523
January-12-2019,55.89452166056843
February-16-2019,55.6970087509627
March-23-2019,55.698306715605426
April-20-2019,55.698306715605426
May-25-2019,55.6891792216471
June-29-2019,55.67061703733002
August-03-2019,55.68382256456915
August-31-2019,55.67119976748722
October-05-2019,55.727626564795045
November-09-2019,55.61755893739831
December-14-2019,55.58963140746919
January-11-2020,55.67381787814559
February-15-2020,55.818710079621624
March-28-2020,55.84501680337372
April-25-2020,55.80040346625897
May-16-2020,55.68425914514097
June-28-2020,55.65985381782638
July-31-2020,55.71743572727885
September-02-2020,55.84461239594395
October-05-2020,55.97806804518907
October-07-2020,55.98900806513312
February-20-2021,55.73342651902973
March-26-2021,55.437838811863585
April-11-2021,55.430540920806756
May-22-2021,55.45965053859913
June-26-2021,63.443772507543834
August-07-2021,63.465054446275175
September-04-2021,63.535174817072416
October-29-2021,63.48319847160029
November-12-2021,63.32832013928571
December-03-2021,63.24294334349208
January-14-2022,63.951001573342204
February-18-2022,63.98727176213695
March-18-2022,63.99286943262773
April-22-2022,64.01552065677258
May-27-2022,63.84480111089199
July-01-2022,63.85555839997413
July-29-2022,63.876797191016735
September-02-2022,63.87009182433824
September-30-2022,63.85792680920641
November-11-2022,63.85439500257627
December-11-2022,64.32065205156556
December-30-2022,64.33852239689838
February-16-2023,64.33881263440928
March-24-2023,64.30951050381572
April-21-2023,64.41896790572721
May-27-2023,64.60855583319781
June-30-2023,65.20487292794273
July-28-2023,65.15384716845588
September-01-2023,65.22310839371514
October-06-2023,65.15374434942959
