date,score
May-26-2018,48.53121645538693
June-30-2018,48.52034016133964
July-28-2018,48.52034016133964
September-01-2018,48.53491778582536
October-06-2018,48.54248536084373
November-10-2018,48.040276176629106
December-08-2018,47.90272977595519
January-12-2019,47.819886784573235
February-16-2019,47.657136915593966
March-23-2019,47.743435254023716
April-20-2019,48.04480838337834
May-25-2019,52.02021883752808
June-29-2019,51.979772374442085
August-03-2019,52.06185169498478
August-31-2019,52.04598805832558
October-05-2019,51.964132155775516
November-09-2019,51.85137690316099
December-14-2019,51.87237663444418
January-11-2020,51.774369520662766
February-15-2020,53.43571693948437
March-28-2020,53.31231266427318
April-25-2020,53.39870278745088
May-16-2020,53.285251932151844
June-28-2020,53.418464942760224
July-31-2020,53.293466454178265
September-02-2020,53.40306149577762
October-05-2020,53.36905632967535
October-07-2020,53.40468050464771
February-20-2021,53.37390679895957
March-26-2021,53.5309208403242
April-11-2021,53.555797135009634
May-22-2021,53.52871748059262
June-26-2021,55.72642845595658
August-07-2021,55.76563977356245
September-04-2021,55.64125288550345
October-29-2021,55.712336035935365
November-12-2021,55.836002257191836
December-03-2021,55.679619904609886
January-14-2022,57.35331220066166
February-18-2022,57.361833610783464
March-18-2022,57.36554599924375
April-22-2022,57.34597734403964
May-27-2022,57.404132794215485
July-01-2022,57.411570911191
July-29-2022,57.377616958386795
September-02-2022,57.34347162149392
September-30-2022,57.31020392186134
November-11-2022,57.33838823606856
December-11-2022,57.384182512412984
December-30-2022,57.339195615011995
February-16-2023,57.374473119601454
March-24-2023,57.411080941479355
April-21-2023,57.36345986541043
May-27-2023,56.83867454070563
June-30-2023,56.802641611813776
July-28-2023,56.73284422916061
September-01-2023,56.833051377845436
October-06-2023,56.71748463706539
