May-26-2018,June-30-2018,July-28-2018,September-01-2018,October-06-2018,November-10-2018,December-08-2018,January-12-2019,February-16-2019,March-23-2019,April-20-2019,May-25-2019,June-29-2019,August-03-2019,August-31-2019,October-05-2019,November-09-2019,December-14-2019,January-11-2020,February-15-2020,March-28-2020,April-25-2020,May-16-2020,June-28-2020,July-31-2020,September-02-2020,October-05-2020,October-07-2020,February-20-2021,March-26-2021,April-11-2021,May-22-2021,June-26-2021,August-07-2021,September-04-2021,October-29-2021,November-12-2021,December-03-2021,January-14-2022,February-18-2022,March-18-2022,April-22-2022,May-27-2022,July-01-2022,July-29-2022,September-02-2022,September-30-2022,November-11-2022,December-11-2022,December-30-2022,February-16-2023,March-24-2023,April-21-2023,May-27-2023,June-30-2023,July-28-2023,September-01-2023,October-06-2023
0.2565993666648865,0.2565993666648865,0.2565993666648865,0.2565993666648865,0.2565993666648865,0.2565993666648865,0.2565993666648865,0.2565993666648865,0.2565993666648865,0.2565993666648865,0.2565993666648865,0.2565993666648865,0.2565993666648865,0.2565993666648865,0.2565993666648865,0.2565993666648865,0.2565993666648865,0.2565993666648865,0.2565993666648865,0.2565993666648865,0.37962543964385986,0.37962543964385986,0.37962543964385986,0.37962543964385986,0.37962543964385986,0.37962543964385986,0.37962543964385986,0.37962543964385986,0.37962543964385986,0.37962543964385986,0.37962543964385986,0.37962543964385986,0.37962543964385986,0.37962543964385986,0.37962543964385986,0.37962543964385986,0.37962543964385986,0.37962543964385986,0.3796268701553345,0.3796268701553345,0.3796268701553345,0.3796268701553345,0.3796268701553345,0.3796268701553345,0.3796268701553345,0.3796268701553345,0.3796268701553345,0.3796268701553345,0.3796268701553345,0.3796268701553345,0.3796268701553345,0.3796268701553345,0.3796268701553345,0.3796268701553345,0.3796268701553345,0.3796268701553345,0.11784414201974869,0.11784414201974869
1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,0.8424745798110962,0.8424745798110962,0.8424745798110962,0.8424745798110962,0.8424745798110962,0.8424745798110962,0.8424745798110962,0.8424745798110962,0.8424745798110962,0.8424745798110962,0.8424745798110962,0.8424745798110962,0.8424745798110962,0.8424745798110962,0.8424745798110962,0.8424745798110962,0.8424745798110962,0.8424745798110962,0.8424745798110962,0.8424745798110962,0.8424745798110962,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,1.0000007152557373,0.8424745798110962,0.8424745798110962
0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082,0.795292854309082
0.9223668575286865,0.9223668575286865,0.9223668575286865,0.9223668575286865,0.9223668575286865,0.9223668575286865,0.9223668575286865,0.9223668575286865,0.9223668575286865,0.9223668575286865,0.9223668575286865,0.9223668575286865,0.9223668575286865,0.9223668575286865,0.9223668575286865,0.9223668575286865,0.9223668575286865,0.930942714214325,0.930942714214325,0.930942714214325,0.930942714214325,0.9458768963813782,0.930942714214325,0.8528589606285095,0.930942714214325,0.9061493277549744,0.9061493277549744,0.9061493277549744,0.9061493277549744,0.9082873463630676,0.9082873463630676,0.9082873463630676,0.9082873463630676,0.9082873463630676,0.9082873463630676,0.9082873463630676,0.9082873463630676,0.9013760089874268,0.9160364270210266,0.9160364270210266,0.9160364270210266,0.9160364270210266,0.9160364270210266,0.9160364270210266,0.9160364270210266,0.9160364270210266,0.9160364270210266,0.9160364270210266,0.9160364270210266,0.9160364270210266,0.9160364270210266,0.9160364270210266,0.9160364270210266,0.9160364270210266,0.9160364270210266,0.9160364270210266,0.9113672971725464,0.9113672971725464
0.741496741771698,0.741496741771698,0.741496741771698,0.741496741771698,0.741496741771698,0.741496741771698,0.7512500286102295,0.7512500286102295,0.7402387857437134,0.7402387857437134,0.7402387857437134,0.7402387857437134,0.7402387857437134,0.7402387857437134,0.7402387857437134,0.7402387857437134,0.7402387857437134,0.7935196161270142,0.7935196161270142,0.7935196161270142,0.7935196161270142,0.7935196161270142,0.7935196161270142,0.7935196161270142,0.7669155597686768,0.7927232384681702,0.7927232384681702,0.7927232384681702,0.7927232384681702,0.8189917802810669,0.8189917802810669,0.8189917802810669,0.8189917802810669,0.8189917802810669,0.8189917802810669,0.8189917802810669,0.8189917802810669,0.8189917802810669,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.899936854839325,0.8884103298187256
0.741496741771698,0.741496741771698,0.741496741771698,0.741496741771698,0.741496741771698,0.741496741771698,0.7512500286102295,0.7512500286102295,0.7402387857437134,0.7402387857437134,0.7402387857437134,0.7402387857437134,0.7402387857437134,0.7402387857437134,0.7402387857437134,0.7402387857437134,0.7402387857437134,0.7935196161270142,0.7935196161270142,0.7935196161270142,0.7935196161270142,0.7935196161270142,0.7935196161270142,0.7935196161270142,0.7669155597686768,0.7927232384681702,0.7927232384681702,0.7927232384681702,0.7927232384681702,0.8189917802810669,0.8189917802810669,0.8189917802810669,0.8189917802810669,0.8189917802810669,0.8189917802810669,0.8189917802810669,0.8189917802810669,0.8189917802810669,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8117883205413818,0.8884103298187256,0.8884103298187256
0.7674378752708435,0.7674378752708435,0.7674378752708435,0.7674378752708435,0.7674378752708435,0.7674378752708435,0.7674378752708435,0.7674378752708435,0.7674378752708435,0.7674378752708435,0.7674378752708435,0.7674378752708435,0.7674378752708435,0.7674378752708435,0.7674378752708435,0.7674378752708435,0.7674378752708435,0.7696985006332397,0.7696985006332397,0.7279272079467773,0.7279272079467773,0.7696985006332397,0.7696985006332397,0.7620447874069214,0.7696985006332397,0.7848721146583557,0.7848721146583557,0.7848721146583557,0.7848721146583557,0.7848721146583557,0.7848721146583557,0.7848721146583557,0.7848721146583557,0.7848721146583557,0.7848721146583557,0.7848721146583557,0.7848721146583557,0.7848721146583557,0.8227826356887817,0.8227826356887817,0.8227826356887817,0.8227826356887817,0.8227826356887817,0.8227826356887817,0.8227826356887817,0.8227826356887817,0.8227826356887817,0.8227826356887817,0.8227826356887817,0.8227826356887817,0.8227826356887817,0.8227826356887817,0.8227826356887817,0.8227826356887817,0.8227826356887817,0.8227826356887817,0.8173245191574097,0.8173245191574097
0.9273969531059265,0.9273969531059265,0.9273969531059265,0.9273969531059265,0.9273969531059265,0.9273969531059265,0.9273969531059265,0.9273969531059265,0.9273969531059265,0.9273969531059265,0.9273969531059265,0.9273969531059265,0.9273969531059265,0.9273969531059265,0.9273969531059265,0.9273969531059265,0.9273969531059265,0.9433630704879761,0.9433630704879761,0.9433630704879761,0.9433630704879761,0.9433630704879761,0.9433630704879761,0.9433630704879761,0.9433630704879761,0.9214620590209961,0.9214620590209961,0.9214620590209961,0.9214620590209961,0.9214620590209961,0.9214620590209961,0.9214620590209961,0.9214620590209961,0.9214620590209961,0.9214620590209961,0.9214620590209961,0.9214620590209961,0.9214620590209961,0.9093426465988159,0.9093426465988159,0.9093426465988159,0.9093426465988159,0.9093426465988159,0.9093426465988159,0.9093426465988159,0.9093426465988159,0.9093426465988159,0.9093426465988159,0.9093426465988159,0.9093426465988159,0.9093426465988159,0.9093426465988159,0.9093426465988159,0.9093426465988159,0.9093426465988159,0.9093426465988159,0.942263662815094,0.942263662815094
0.7001418471336365,0.7001418471336365,0.7001418471336365,0.7001418471336365,0.7001418471336365,0.7001418471336365,0.7001418471336365,0.7001418471336365,0.7291163206100464,0.7291163206100464,0.7291163206100464,0.762064516544342,0.762064516544342,0.762064516544342,0.762064516544342,0.762064516544342,0.762064516544342,0.687223494052887,0.687223494052887,0.687223494052887,0.687223494052887,0.687223494052887,0.687223494052887,0.687223494052887,0.687223494052887,0.7590202689170837,0.7590202689170837,0.7590202689170837,0.7590202689170837,0.7590202689170837,0.7590202689170837,0.7590202689170837,0.7590202689170837,0.7590202689170837,0.7590202689170837,0.7590202689170837,0.7590202689170837,0.7590202689170837,0.8446391224861145,0.8446391224861145,0.8446391224861145,0.8446391224861145,0.8446391224861145,0.8446391224861145,0.8446391224861145,0.8446391224861145,0.8446391224861145,0.8446391224861145,0.8446391224861145,0.8446391224861145,0.8446391224861145,0.8446391224861145,0.8446391224861145,0.8446391224861145,0.8446391224861145,0.8446391224861145,0.7992087006568909,0.7992087006568909
0.8975515961647034,0.8975515961647034,0.8975515961647034,0.8975515961647034,0.8975515961647034,0.8975515961647034,0.8975515961647034,0.8975515961647034,0.8975515961647034,0.8975515961647034,0.8975515961647034,0.8975515961647034,0.8975515961647034,0.8975515961647034,0.8975515961647034,0.8975515961647034,0.8975515961647034,0.9638065695762634,0.9638065695762634,0.9638065695762634,0.9638065695762634,0.9638065695762634,0.9638065695762634,0.9231798648834229,0.9638065695762634,0.8863203525543213,0.8863203525543213,0.8750647306442261,0.8863203525543213,0.8863203525543213,0.8863203525543213,0.8863203525543213,0.8863203525543213,0.8863203525543213,0.8863203525543213,0.8863203525543213,0.8863203525543213,0.8863203525543213,0.9647837281227112,0.9647837281227112,0.9647837281227112,0.9647837281227112,0.9647837281227112,0.9647837281227112,0.9647837281227112,0.9647837281227112,0.9647837281227112,0.9647837281227112,0.9647837281227112,0.9647837281227112,0.9647837281227112,0.9647837281227112,0.9647837281227112,0.9647837281227112,0.9647837281227112,0.9647837281227112,0.9200727343559265,0.9200727343559265
